handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
02-005-00317,Product,P100 Motor,,bb4003_782fc7e7a1884915aef966d65041f42a~mv2.png;bb4003_b316f136dc614f7b8b773a9f1aefee5e~mv2.png;bb4003_706b428ee78547c1bdc35266a32b21c3~mv2.png,Parts - P100 Compatible;Parts - All,02-005-00317,,2000,,TRUE,AMOUNT,200,0,,1321.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-002-01340,Product,P100 ESC,,bb4003_7c7eb5d496094ac187d7f65bfa265d20~mv2.png;bb4003_628bd4f00de24c0fb2e5c9cc2d56bb11~mv2.png;bb4003_b01ce8d71e2e4ceb8e1346a8091b2f6f~mv2.png,Parts - P100 Compatible;Parts - All,05-002-01340,,1100,,TRUE,AMOUNT,220,2,,398.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00105,Product,V40/P100 Propeller Spinner (CCW) - Upper Kit,,bb4003_506107ffdfa94cae91bb68fd017b20e7~mv2.png;bb4003_e319a19056cc4f04a51418a25561bbf9~mv2.png;bb4003_f1206a519dfa4d6dbcdd6f46f57a21b1~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,14-005-00105,,70,,TRUE,PERCENT,0,2,,27.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00041,Product,P100 Nozzle Extension Rod Bracket (Left),,bb4003_78b1ddbba91d483ca1af7c0496460b87~mv2.png;bb4003_2182556a6ad8499eb48d5d28d7526e15~mv2.png;bb4003_503d69ce8e87459c95cce0a24b5f9999~mv2.png,Parts - P100 Compatible;Parts - All,14-005-00041,,50,,TRUE,PERCENT,0,1,,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-002-10353,Product,V40 P100 Motor/Servo Bracket Pin,,bb4003_a2838b811997452aa2fe29e05bd4febf~mv2.png;bb4003_75d8e7ca1c9d49f0832de14b44fb7a04~mv2.png;bb4003_db694708c9a643359922528d631b37d2~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-002-10353,,8,,TRUE,PERCENT,0,23,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08187,Product,V40 P100 Motor/Servo Bracket Pin Buffer,,bb4003_baa9bb4540b84f408ec28fafe6263bfb~mv2.png;bb4003_e82ea8a25896475bb28ef7065b42cbe3~mv2.png;bb4003_1caa6ace110641d6a1f159f8b018e9fa~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-08187,,5,,TRUE,PERCENT,0,211,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07712,Product,P100 Arm End Tube & Cable Protector,,bb4003_12a3663353e3486481fdf0ac5d8522b5~mv2.png;bb4003_891882c037a14ec2bd9e2f800450feb5~mv2.png;bb4003_685382b53c6d4848a92014951447e014~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07712,,4,,TRUE,PERCENT,0,1,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07674,Product,P100 Arm Rubber Protector Support,,bb4003_4e15b2fd14f84e198a2a54ea6e6bae64~mv2.png;bb4003_edf604940cae45d1b7750e2c83beb114~mv2.png;bb4003_055a8422dccc4a7dbbb8f5b93b6d43d5~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07674,,5,,TRUE,PERCENT,0,8,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08242,Product,P100 Arm Rubber Protector,,bb4003_ad21a4fc99ca48cb860b963fb010e0fe~mv2.png;bb4003_ded7c5d8d1d947d480bdb1f3e62fe8de~mv2.png;bb4003_07d79387b05344b59a9e0ec438dcdfe6~mv2.png,Parts - All,02-001-08242,,15,,TRUE,PERCENT,0,0,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07248,Product,P100 Arm Rubber Protector Bracket,,bb4003_128fa07fd8ef4218a3a437254143e6a3~mv2.png;bb4003_9a39517d2fae4e788d00548fbcd99249~mv2.png;bb4003_dfe6de718d6e4ff3873211290daf2c73~mv2.png,Parts - All,02-001-07248,,8,,TRUE,PERCENT,0,0,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08203,Product,P100 Motor Connector Housing,,bb4003_2bf5cc97416b40d3b4f211f029fddc47~mv2.png;bb4003_14782ddf8e2a475cad675dd0eb5a9cf9~mv2.png;bb4003_403119a0b48a49a697514b4f97006ff5~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08203,,8,,TRUE,PERCENT,0,1,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00023,Product,P100 Motor Connector Bracket,,bb4003_585b6007c6e64e5895ee9a528264092e~mv2.png;bb4003_44c4593b6de44f04a8155ca2fa5f22a6~mv2.png;bb4003_90c7c28fc8db421db3228714d770bd5b~mv2.png,Parts - P100 Compatible;Parts - All,14-005-00023,,16,,TRUE,PERCENT,0,0,,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07627,Product,P100 Motor Connector Isolator (Thin),,bb4003_2bd6b8241d6c48aca07659d2f391149e~mv2.png;bb4003_cb438b862ac44554a77c7c7252cc8258~mv2.png;bb4003_966016db96be44c3b0e9ae9bf0d41a46~mv2.png,Parts - All,02-001-07627,,2,,TRUE,PERCENT,0,816,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07628,Product,P100 Motor Connector Isolator (Thick),,bb4003_b7452091b6b243b8a729a1af71f578cb~mv2.png;bb4003_e4f0cc8993144bc7a948cb808d866cac~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07628,,2,,TRUE,PERCENT,0,496,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08310A,Product,V40 P100 Nozzle Extension Rod (Assembled),,bb4003_a013155bd85d466995e676afaccc0b7b~mv2.png;bb4003_b425db6c3123497dad3800004344f41a~mv2.png;bb4003_f46ecbeb377246b0855cc19e958e8be2~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-08310A,,60,,TRUE,PERCENT,0,16,,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00042,Product,P100 Nozzle Extension Rod Bracket (Right),,bb4003_57bb1047fa104014bf9a261e2dbf59fd~mv2.png;bb4003_72e8af2d73b246118e5957493c613058~mv2.png;bb4003_9ea9ebb5cf9141838781e5feb950ad60~mv2.png,Parts - All,14-005-00042,,50,,TRUE,PERCENT,0,0,,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08133,Product,V40 P100 Nozzle Extension Rod Release Knob,,00cc88_3779cefe14d4472ba062dedc158e39c1~mv2.png;00cc88_02b01209efa84b7994eb64d1236aceda~mv2.png;00cc88_69e4fa7fa0c94a89aa28788a6ceac482~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-08133,,10,,TRUE,PERCENT,0,18,,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08163,Product,V40 P100 L-Type Tube Fitting (for Arms),,00cc88_093e12acd29f4781ae9fbeec13fcfe7e~mv2.png;00cc88_f4cad5cf781d457fa2fd30c5d886baab~mv2.png;00cc88_746822d24046453f954d815d808ab38a~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-08163,,5,,TRUE,PERCENT,0,6,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-004-00145,Product,P100 Short Liquid Tube (Pump - L-Type Tube Fitting),,bb4003_a4f1a90bdf554e1993c8cba35f06d16e~mv2.png;bb4003_48f06652160942459f7b8c1df6e9f8e6~mv2.png,Parts - P100 Compatible;Parts - All,14-004-00145,,30,,TRUE,PERCENT,0,4,,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-003-00651,Product,P100 Arm,,bb4003_8488d6ed6545434da40c19f364e13c2a~mv2.png;bb4003_4760f9947cad441eb740036e0439eea9~mv2.png;bb4003_29d6523cc9b74236bfada7132fcf247a~mv2.png,Parts - P100 Compatible;Parts - All,02-003-00651,,650,,TRUE,AMOUNT,130,13,,169.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-06306,Product,P100 Fuselage Arm Cover,,bb4003_b1dc2186a91b4f8cba258842abbef545~mv2.png;bb4003_858408ca7e5f48109b9746cd2a096bad~mv2.png;bb4003_350e5870ce6a4ae1908f0c189d8f16c1~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-06306,,5,,TRUE,PERCENT,0,4,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-002-07249,Product,P100 Arm Clamp,,bb4003_700a671005594e9abbcbbf6da486f06f~mv2.png;bb4003_8cbb3c5b92ee437d9bde2c7d395e129b~mv2.png;bb4003_a4e8570a4e324e618b32a33e4e4fd1e5~mv2.png,Parts - P100 Compatible;Parts - All,02-002-07249,,39,,TRUE,PERCENT,0,40,,18.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07349,Product,P100 Motor Bracket,,bb4003_dabcb180a80146e0897cb4d9c0396b17~mv2.png;bb4003_5779b54ad59f4f7db0b2341c4e77a5bb~mv2.png;bb4003_c1aa1fe652094e7b81ba0e13020a7623~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07349,,110,,TRUE,PERCENT,0,40,,43.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00100,Product,"P100 47"" Propeller Blades (CW)",,bb4003_400de1ffbc134446bdf1063cb1ebb419~mv2.png;bb4003_ddbfb930a64f4841baddb44f680650c0~mv2.png;bb4003_d0daa4d7ffd04ba28eb4f4b6e1a7b73c~mv2.png,Parts - P100 Compatible;Parts - All,14-005-00100,,460,,TRUE,PERCENT,0,35,,107.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00101,Product,"P100 47"" Propeller Blades (CCW)",,bb4003_25d47925435e48778f79c0b3996248b5~mv2.png;bb4003_926ada53ccc342b29395f79a6fb4ac50~mv2.png;bb4003_37495347ea794923b982078b1f69b058~mv2.png,Parts - All;Parts - P100 Compatible,14-005-00101,,460,,TRUE,PERCENT,0,35,,107.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-06924,Product,V40 P100 Liquid Container Level Detector Seal,,bb4003_332ad547649c447faa1c36c330c41795~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-06924,,2,,TRUE,PERCENT,0,10,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-007-00153,Product,P100 Propeller Holder,,bb4003_67e137dc45f643fd9e6e6fc4e86708b8~mv2.png;bb4003_8e0f72bd7df946b5b70fefd84c80fd4f~mv2.png;bb4003_250fd883b1a34425aba38bab3a9919f9~mv2.png,Parts - P100 Compatible;Parts - All,02-007-00153,,12,,TRUE,PERCENT,0,9,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-027-02200,Product,P100 Spreader Motor Cable,,bb4003_181b20603690436da75f4b8bb45b8397~mv2.png;bb4003_32d4bfccf5af4448bf0b6686f22fb13d~mv2.png;bb4003_8a21ae7524d242a6a114b93ce18c8a49~mv2.png,Parts - P100 Compatible;Parts - All,01-027-02200,,85,,TRUE,PERCENT,0,4,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08035,Product,P100 Liquid Container Tube Fitting Bracket,,bb4003_3a5299ee407544ff8235b7ae028c75fa~mv2.png;bb4003_5f406c23a811457e897e55c6468e043d~mv2.png;bb4003_07d69f92648d404d850c0830994427ca~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08035,,18,,TRUE,PERCENT,0,4,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5350a781-3ee5-6bf9-2cf1-8a256cd73110,Product,V40 Nozzle & Valve Extension Cable,,e38465_e2818cb29928471994ef677b85759138~mv2.png;e38465_a1f8d8d0242a43e8aa61178c905059b1~mv2.png;e38465_e1f812c968dc4b67b43b9793405485c7~mv2.png,Parts - V40 Compatible;Parts - All,01-027-02182,,90,,TRUE,PERCENT,0,2,,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b1bf94a1-2ee0-05f5-068c-643803859594,Product,V40 EVA Sealing Foam (Upper/Lower),,00cc88_701a100b970d4406a1a76c03cbd42a43~mv2.png;00cc88_c0776d5eb3904bb386b1084c08f99bad~mv2.png,Parts - V40 Compatible;Parts - All,02-007-00164,,5,,TRUE,PERCENT,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7fd7c020-bc57-f755-ac64-927046c6ab6f,Product,V40 Tube & Cable Rubber Protector (for Arms),,00cc88_e593073360ca45b6a694907413d67f12~mv2.png;00cc88_d320d3ec556d496888a293d69cce074a~mv2.png;00cc88_758cedf6726d482eb9207f5a067fb1a3~mv2.png,Parts - V40 Compatible;Parts - All,02-001-08205,,10,,TRUE,PERCENT,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_77c742f2-b877-4516-821b-061011306cfd,Product,V40 EVA Sealing Foam - RevoCast Detection Module,,00cc88_e11a1ec286c041039c6851865ad41c23~mv2.png;00cc88_e891c98ffc714f5b99ca58b739f0ed9e~mv2.png,Parts - V40 Compatible;Parts - All,02-001-06946,,5,,TRUE,PERCENT,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_15a336b2-b543-1e26-4191-21251426e43f,Product,V40 EVA Sealing Foam - Screw Feeder (Left),,00cc88_6262b06111894448859b8de6a8f67e84~mv2.png;00cc88_a8c6a42054284dcf97ef582ec148340b~mv2.png,Parts - V40 Compatible;Parts - All,02-001-06945,,5,,TRUE,PERCENT,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_93617478-c500-f1d7-1f96-800c5607fb0c,Product,V40 EVA Sealing Foam - Screw Feeder (Right),,00cc88_22b451b0b5114c12971fe23cdcc43991~mv2.png;00cc88_cd01a47376c446b0a23d0076a68fe93f~mv2.png,Parts - V40 Compatible;Parts - All,02-001-06944,,5,,TRUE,PERCENT,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_214d8061-46df-422e-13e3-75d0476f5f9c,Product,V40/P40 Rail Bracket - Battery,,00cc88_ded58efa6a9f40008f301c6a4a98458e~mv2.png;00cc88_c895a09d09384bbd8c893eec6319f9b8~mv2.png;00cc88_05ce681250f245c59bb9053636509c65~mv2.png,Parts - V40 Compatible;Parts - All,05-002-01191,,45,,TRUE,PERCENT,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2ca46deb-fe7f-b0c6-6b1b-097f9a2e2ebb,Product,V40 Airframe Fuselage Beam - Rear,,00cc88_2382456df290403cb7754652a7c98aa1~mv2.png;00cc88_da182bb142724462aaaac862c3f74aad~mv2.png;00cc88_cdaac9516aee452d94238c82f16ca37a~mv2.png,Parts - V40 Compatible;Parts - All,02-001-06674,,130,,FALSE,PERCENT,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f129d380-ef60-e8c0-be6e-9050f6406894,Product,2021 Battery Plug (V5),,00cc88_1a791f040efe46f78d9a2dd50e7fb1c9~mv2.png;00cc88_0642d84cd1cb4e0e98e328b35895d16d~mv2.png;00cc88_fa7d005a863644349329d2d782ab4bb9~mv2.png,Parts - V40 Compatible;Parts - All,01-027-01895,,220,,FALSE,PERCENT,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5c712b04-9e7e-3785-a3b0-3cda1f4239e4,Product,V40 Y-Type Signal Cable (ESC - Servo),,e38465_d1c48fc419bc4806b26cade83af2ed94~mv2.png;e38465_52ad9f96d5cc44c1aa3f1ad86123921c~mv2.png;e38465_55199a68d6104255a77c89498dde0e96~mv2.png,Parts - V40 Compatible;Parts - All,01-027-01855,,70,,TRUE,PERCENT,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_28373e4d-0946-bcaf-e10c-2ef05766da6e,Product,USB-C to USB 3.0 Adapter Cable,<p>USB-C Male to USB 3.0</p><p>&nbsp;</p>,bb4003_4008993842b8488295c81a2663140323~mv2.png,Parts - All,30701,,18.95,,TRUE,PERCENT,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_336d68f2-2ad5-28d4-2e5e-4955af891681,Product,V40 P100 Nozzle Extension Rod Access Port Cover (with Inner Foam Protector),,bb4003_56b833234d884819b64ce5e3adc0e73c~mv2.png;bb4003_b5d32af2e1ff4eacafd22bfc364537a9~mv2.png;bb4003_3b4bfd0a5faa4fbfae64cd15bacf30a5~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08136A,,10,,TRUE,PERCENT,0,46,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3fda7dbf-76cc-7528-ee04-d0a268180c7f,Product,V40 16L Liquid Container Sensor,,,Parts - V40 Compatible;Parts - All,05-002-00960,,140,,FALSE,PERCENT,0,0,,72.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_659f3e3a-1e1c-6232-2f68-076c435b0dc3,Product,Ø35*1.5 Rubber Gasket (10 PCS),,bb4003_1201f31226804e4db740c19539d4532c~mv2.png;bb4003_da0a9873819c4780b44d5d429f9fbefb~mv2.png,Parts - All,02-001-08208A,,15,,TRUE,PERCENT,0,38,,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b9e6c686-4e89-d1be-768e-6284da7ebd98,Product,Ø35*2 POM Gasket (10 PCS),,bb4003_b4fa03a1f1dc44f69d3415493dff2e8a~mv2.png;bb4003_5062e315aeb74534a48e87ae62c1da5f~mv2.png,Parts - All,02-001-08207A,,30,,TRUE,PERCENT,0,46,,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b1b7c502-e903-a4d2-2305-0def787b961a,Product,P100 Ø38*2.9 POM Gasket (10 PCS),,00cc88_7bfe0723546a4025a1ea037e0791de05~mv2.png;00cc88_8f88e3b3b4804dc0a4886097fb94384c~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08206A,,30,,TRUE,PERCENT,0,0,,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0b19a8e6-cff0-0abe-066d-86360099370a,Product,"Ø15 Bushing (for P100, CCW Props) (5 PCS)",,bb4003_c713faa865244123b3488592dbdcb72d~mv2.png;bb4003_19b69080c5fa4a41bdb93cd1dde4971d~mv2.png;bb4003_4158dedd732c4a86a0e7b8c5f41b8727~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08415A,,15,,TRUE,PERCENT,0,16,,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2971f612-4e70-6b0c-d94b-4cd40c06ce9f,Product,"Ø14 Bushing (for P100, CW Props) (5 PCS)",,bb4003_fb255f2eba6d4c1d8afd20cd6815e198~mv2.png;bb4003_f486c3341ea546f89292f708da3e1b6d~mv2.png;bb4003_8dad46e0870942abadb83d29544cd27e~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08414A,,15,,TRUE,PERCENT,0,15,,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f0bf303b-8468-8ff6-1fb3-8e8374d5d24c,Product,V40 P100 Solenoid Valve (Assembled),,bb4003_6973a93151344a90938b7eb74f7089c8~mv2.png;bb4003_183dfa10ecf144599f3a7fddf176feed~mv2.png;bb4003_d618e9af3514449f9017b18a061c7ef6~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,05-002-01414A,,190,,TRUE,PERCENT,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4289cd8b-0ae7-ce88-bed6-9523035dc8d6,Product,V40 P100 Solenoid Valve Bracket,,00cc88_86e24590db384131b35352244c1446b1~mv2.png;00cc88_3a06637fd1324623abc930e9fa4eba44~mv2.png;00cc88_7a538cd0cd1b41ab85787368420a7795~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-08300,,10,,FALSE,PERCENT,0,52,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_37de02d5-2198-efc6-afe1-8492e267054f,Product,XAG RevoCast 2 Small Screw Feeder,,bb4003_769ae9f756c242eca18972480dd8fb72~mv2.png;bb4003_326ea13127a74165b07fbb4c7a863aa5~mv2.png;bb4003_c87bbd01ee2e45a7922a7d7d6814b226~mv2.png,Parts - P100 Compatible;Parts - All,05-002-01637,,510,,TRUE,PERCENT,0,19,,181.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_da0a75a7-5d89-5042-4a55-0428a215ca9b,Product,XAG RevoCast 2 Medium Screw Feeder,,bb4003_75f46019580d4e26bd0020112d36fadf~mv2.png;bb4003_0165a44843b04183943c5e8a7ee04f36~mv2.png;bb4003_d95ed0ea739245179439fef2bcbc4c6a~mv2.png,Parts - P100 Compatible;Parts - All,05-002-01555,,385,,TRUE,PERCENT,0,16,,136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4edf3d9c-7da1-53a9-b663-66f379d83979,Product,V40 P100 Nozzle Extension Rod Screw Connector,,00cc88_4eb50787a61e49538fd5b4bc2f00c7e3~mv2.png;00cc88_7bf42166d2f34384a6b30f7ceeb2bfc4~mv2.png;00cc88_8a90771f62f7403799924ecc25b57064~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-08134,,8,,TRUE,PERCENT,0,51,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a9a36f12-e782-c2ec-6b63-d93ea554a8e1,Product,V40 P100 Nozzle Extension Rod Joint Spring,,00cc88_9a16006fd75646e1bbce3bff69b7eb2e~mv2.png;00cc88_061a0bd31f4b424a8e5e1c82bba3b48b~mv2.png,Parts - P100 Compatible;Parts - All,02-002-09145,,10,,FALSE,PERCENT,0,2,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_79be1523-118a-debd-0259-5ff9b7fe3248,Product,V40 P100 Nozzle Extension Rod Joint Cap,,bb4003_b16ed2789d6543d5b9e6bc0937d2e754~mv2.png;bb4003_a05a22896d5348bbb43080ca6f236696~mv2.png;bb4003_d11a59c86b624b66a835228b5684e1c3~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08407,,8,,FALSE,PERCENT,0,2,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fbed6c39-f1c8-6ec6-2a24-d6ad642c64fd,Product,V40 P100 Nozzle Extension Rod Access Port Cover,,00cc88_989d679a7d6c4c56ac322bc2854151dc~mv2.png;00cc88_d0ee7a2e975546f1afb54db37323330b~mv2.png;00cc88_7bc97342c0fb45d39f31418a36e52b3d~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-08136,,8,,FALSE,PERCENT,0,50,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_485d7317-e475-2d03-ee17-185b467dc7f6,Product,V40 Nozzle Extension Rod Bracket (Right)  (Assembled),,00cc88_f4a7309652ef4a2ea916b31bb0c275dc~mv2.png;00cc88_82387ba77eb64570bb5660af86b60f5c~mv2.png;00cc88_63fbc76b20504c35a5da643d1f563003~mv2.png,Parts - V40 Compatible;Parts - All,02-001-08160A,,55,,TRUE,PERCENT,0,14,,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7237ae35-b93e-fb3b-b06d-b0b59816e423,Product,V40 Nozzle Extension Rod Bracket (Left)  (Assembled),,e38465_13fac100361a4e56a1888ef152680dc3~mv2.png;e38465_b79f6dcb87bf466e8196542f7b87fdd1~mv2.png;e38465_04e75d4b8e5446c2ab0b4d3e8bb3c46d~mv2.png,Parts - V40 Compatible;Parts - All,02-001-08159A,,55,,TRUE,PERCENT,0,10,,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_dacc680a-95a3-74f6-598e-f9db228a2716,Product,V40 Nozzle  (with Intergrated ESC) (4PCS),,bb4003_c757d16da9b54cf2a1ca3f7d60e3bb3c~mv2.png;bb4003_12724f7f16a549c5b148426f31117586~mv2.png;bb4003_6a311bc09c2d42f882b601e96d714288~mv2.png,Parts - V40 Compatible;Parts - Electronics;Parts - All,05-002-01335B,New Arrival,800,,TRUE,PERCENT,0,4,,604.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG
01-027-01572,Product,V40/P40 Connector Cable (Arm - Status Indicator),,bb4003_302203646a0c4e9aa98a3527a83741da~mv2.png;bb4003_149f907e16f4459aa0eb90a16978d40a~mv2.png;bb4003_24a692df7292461f9183534ebc08ca19~mv2.png,Parts - V40 Compatible;Parts - Cable;Parts - All,01-027-01572,New Arrival,35,,TRUE,PERCENT,0,2,,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG
01-027-01739,Product,V40 Y-Type Signal Cable (Pump - Battery Socket),,bb4003_13586ff5d1a44b47a798a829ed4ecf59~mv2.png;bb4003_9564a842777944db969c830a96150637~mv2.png;bb4003_db3dd11104bb4300b71b6ac1566b41f2~mv2.png,Parts - Cable;Parts - V40 Compatible;Parts - All,01-027-01739,New Arrival,70,,TRUE,PERCENT,0,1,,11.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG
01-027-01747,Product,V40 Connector Cable (FC - Cable Hub),,bb4003_d9ca5aac8d4d4027b2fd42ce2c37ebeb~mv2.png;bb4003_a8095e9e31904aee8d0820201073ef4e~mv2.png;bb4003_2cc151cf7ff6427a98f181e2dde3020a~mv2.png,Parts - Cable;Parts - V40 Compatible;Parts - All,01-027-01747,New Arrival,70,,TRUE,PERCENT,0,1,,10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG
02-001-06313,Product,V40/P40 ESC Power Cable Clip,,bb4003_37c7fdee8b964df4a167a758b916c37b~mv2.png;bb4003_6aae13df83894ba0843749b84470a520~mv2.png;bb4003_d27b9bd705244df8921f841e34ec21c2~mv2.png,Parts - V40 Compatible;Parts - Cable;Parts - All,02-001-06313,New Arrival,3,,TRUE,PERCENT,0,10,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG
